date,region,sales,unit_price,is_promo
2023-03-21,华东,713,39.84,0
2023-03-22,华东,826,40.57,0
2023-03-23,华东,815,39.75,0
2023-03-24,华东,928,39.80,0
2023-03-25,华东,975,39.84,1
2023-03-26,华东,938,39.81,1
2023-03-27,华东,781,40.09,0
2023-03-28,华东,796,40.25,0
2023-03-29,华东,817,40.70,0
2023-03-30,华东,835,40.46,0
2023-03-31,华东,918,40.38,0
2023-04-01,华东,1025,40.06,1
2023-04-02,华东,1022,40.46,1
2023-04-03,华东,762,40.30,0
2023-04-04,华东,825,39.71,0
2023-04-05,华东,858,40.14,0
2023-04-06,华东,878,40.03,0
2023-04-07,华东,942,40.26,0
2023-04-08,华东,1007,39.85,1
2023-04-09,华东,952,40.00,1
2023-04-10,华东,815,39.51,0
2023-04-11,华东,777,40.49,0
2023-04-12,华东,844,39.93,0
2023-04-13,华东,872,39.47,0
2023-04-14,华东,927,40.03,0
2023-04-15,华东,1078,40.24,1
2023-04-16,华东,997,40.17,1
2023-04-17,华东,845,40.06,0
2023-04-18,华东,847,40.34,0
2023-04-19,华东,870,40.45,0
2023-04-20,华东,882,40.06,0
2023-04-21,华东,943,39.46,0
2023-04-22,华东,1073,40.73,1
2023-04-23,华东,987,39.69,1
2023-04-24,华东,852,40.06,0
2023-04-25,华东,855,40.12,0
2023-04-26,华东,870,40.19,0
2023-04-27,华东,878,40.23,0
2023-04-28,华东,935,40.21,1
2023-04-29,华东,1039,39.88,1
2023-04-30,华东,1037,40.37,1
2023-05-01,华东,816,40.14,0
2023-05-02,华东,776,39.99,0
2023-05-03,华东,908,40.00,0
2023-05-04,华东,866,39.75,0
2023-05-05,华东,930,39.85,0
2023-05-06,华东,1060,39.89,1
2023-05-07,华东,1048,40.11,1
2023-05-08,华东,870,40.14,0
2023-05-09,华东,905,40.47,0
2023-05-10,华东,937,39.97,0
2023-05-11,华东,939,40.35,0
2023-05-12,华东,981,39.93,0
2023-05-13,华东,1103,40.07,1
2023-05-14,华东,1043,40.40,1
2023-05-15,华东,851,40.30,0
2023-05-16,华东,863,40.06,0
2023-05-17,华东,918,40.35,0
2023-05-18,华东,888,40.08,0
2023-05-19,华东,999,40.89,0
2023-05-20,华东,1069,40.63,1
2023-05-21,华东,1025,40.64,1
2023-05-22,华东,837,40.15,0
2023-05-23,华东,891,40.33,0
2023-05-24,华东,917,40.00,0
2023-05-25,华东,908,40.37,0
2023-05-26,华东,1002,40.71,0
2023-05-27,华东,1131,39.97,1
2023-05-28,华东,1064,40.29,1
2023-05-29,华东,865,40.36,0
2023-05-30,华东,876,39.46,0
2023-05-31,华东,904,39.99,0
2023-06-01,华东,955,39.86,0
2023-06-02,华东,972,39.67,0
2023-06-03,华东,1086,39.50,1
2023-06-04,华东,1087,40.70,1
2023-06-05,华东,908,40.34,0
2023-06-06,华东,835,40.32,0
2023-06-07,华东,966,40.19,0
2023-06-08,华东,889,40.39,0
2023-06-09,华东,1005,39.53,0
2023-06-10,华东,1105,40.50,1
2023-06-11,华东,1062,40.10,1
2023-06-12,华东,895,40.22,0
2023-06-13,华东,864,40.65,0
2023-06-14,华东,932,40.31,0
2023-06-15,华东,995,40.21,0
2023-06-16,华东,985,39.60,0
2023-06-17,华东,1060,41.23,1
2023-06-18,华东,1084,40.62,1
2023-06-19,华东,884,40.64,0
2023-06-20,华东,885,40.40,0
2023-06-21,华东,908,40.14,0
2023-06-22,华东,972,40.25,0
2023-06-23,华东,1086,39.50,0
2023-06-24,华东,1111,40.04,1
2023-06-25,华东,1124,40.46,1
2023-06-26,华东,922,40.12,0
2023-06-27,华东,881,39.62,0
2023-06-28,华东,954,40.50,0
2023-06-29,华东,921,40.03,0
2023-06-30,华东,974,40.54,0
2023-07-01,华东,1100,39.95,1
2023-07-02,华东,1057,40.24,1
2023-07-03,华东,850,40.29,0
2023-07-04,华东,883,39.86,0
2023-07-05,华东,883,39.93,0
2023-07-06,华东,935,40.70,0
2023-07-07,华东,975,40.22,0
2023-07-08,华东,1104,39.41,1
2023-07-09,华东,1062,40.64,1
2023-07-10,华东,917,39.42,0
2023-07-11,华东,887,40.35,0
2023-07-12,华东,933,39.86,0
2023-07-13,华东,973,39.72,0
2023-07-14,华东,1060,39.86,0
2023-07-15,华东,1069,39.86,1
2023-07-16,华东,1033,40.18,1
2023-07-17,华东,871,40.22,0
2023-07-18,华东,868,40.33,0
2023-07-19,华东,914,40.12,0
2023-07-20,华东,964,40.57,0
2023-07-21,华东,972,40.04,0
2023-07-22,华东,1092,40.07,1
2023-07-23,华东,1103,40.67,1
2023-07-24,华东,877,40.52,0
2023-07-25,华东,800,40.44,0
2023-07-26,华东,968,39.68,0
2023-07-27,华东,945,40.61,0
2023-07-28,华东,990,40.48,0
2023-07-29,华东,1062,40.36,1
2023-07-30,华东,1036,40.12,1
2023-07-31,华东,928,39.86,0
2023-08-01,华东,844,39.75,0
2023-08-02,华东,896,40.01,0
2023-08-03,华东,964,40.39,0
2023-08-04,华东,1004,40.98,0
2023-08-05,华东,1086,40.05,1
2023-08-06,华东,1033,40.16,1
2023-08-07,华东,880,40.21,0
2023-08-08,华东,841,40.13,0
2023-08-09,华东,852,40.15,0
2023-08-10,华东,889,40.14,0
2023-08-11,华东,959,39.77,0
2023-08-12,华东,1065,40.37,1
2023-08-13,华东,1059,40.72,1
2023-08-14,华东,874,40.04,0
2023-08-15,华东,832,39.83,0
2023-08-16,华东,846,40.14,0
2023-08-17,华东,900,39.96,0
2023-08-18,华东,967,39.98,0
2023-08-19,华东,1078,40.59,1
2023-08-20,华东,1028,40.37,1
2023-08-21,华东,850,40.54,0
2023-08-22,华东,828,40.62,0
2023-08-23,华东,844,40.30,0
2023-08-24,华东,892,40.03,0
2023-08-25,华东,922,40.14,0
2023-08-26,华东,1027,39.76,1
2023-08-27,华东,958,40.27,1
2023-08-28,华东,777,40.39,0
2023-08-29,华东,851,40.11,0
2023-08-30,华东,918,40.29,0
2023-08-31,华东,879,40.61,0
2023-09-01,华东,920,39.90,0
2023-09-02,华东,1073,40.53,1
2023-09-03,华东,986,39.85,1
2023-09-04,华东,833,40.59,0
2023-09-05,华东,816,40.22,0
2023-09-06,华东,840,40.34,0
2023-09-07,华东,923,40.33,0
2023-09-08,华东,898,39.89,0
2023-09-09,华东,1061,40.04,1
2023-09-10,华东,982,40.66,1
2023-09-11,华东,820,40.41,0
2023-09-12,华东,823,40.06,0
2023-09-13,华东,868,41.24,0
2023-09-14,华东,840,40.55,0
2023-09-15,华东,912,40.49,0
2023-09-16,华东,1018,40.13,1
2023-09-17,华东,961,40.44,1
2023-09-18,华东,780,40.51,0
2023-09-19,华东,757,40.06,0
2023-09-20,华东,819,40.27,0
2023-09-21,华东,921,40.06,0
2023-09-22,华东,796,40.55,0
2023-09-23,华东,1015,40.35,1
2023-09-24,华东,981,39.66,1
2023-09-25,华东,739,40.29,0
2023-09-26,华东,767,40.74,0
2023-09-27,华东,793,40.26,0
2023-09-28,华东,883,40.56,1
2023-09-29,华东,891,39.64,0
2023-09-30,华东,961,40.36,1
2023-10-01,华东,902,39.66,1
2023-10-02,华东,770,39.56,0
2023-10-03,华东,745,40.61,1
2023-10-04,华东,822,40.21,0
2023-10-05,华东,803,39.98,0
2023-10-06,华东,846,39.99,0
2023-10-07,华东,967,40.49,1
2023-10-08,华东,922,40.55,1
2023-10-09,华东,746,40.49,0
2023-10-10,华东,756,40.13,0
2023-10-11,华东,798,41.15,1
2023-10-12,华东,802,39.88,0
2023-10-13,华东,833,40.65,0
2023-10-14,华东,904,39.91,1
2023-10-15,华东,960,39.93,1
2023-10-16,华东,709,40.44,0
2023-10-17,华东,716,40.43,0
2023-10-18,华东,794,41.04,0
2023-10-19,华东,836,40.32,0
2023-10-20,华东,872,40.29,0
2023-10-21,华东,971,40.36,1
2023-10-22,华东,928,40.38,1
2023-10-23,华东,736,40.63,0
2023-10-24,华东,733,40.48,0
2023-10-25,华东,844,39.85,0
2023-10-26,华东,853,40.12,0
2023-10-27,华东,915,40.71,0
2023-10-28,华东,1015,40.28,1
2023-10-29,华东,996,40.62,1
2023-10-30,华东,801,40.26,0
2023-10-31,华东,816,40.58,0
2023-11-01,华东,853,40.63,0
2023-11-02,华东,864,40.54,0
2023-11-03,华东,888,40.32,0
2023-11-04,华东,1046,40.58,1
2023-11-05,华东,961,40.89,1
2023-11-06,华东,839,40.51,0
2023-11-07,华东,802,39.93,0
2023-11-08,华东,938,40.63,0
2023-11-09,华东,917,40.23,0
2023-11-10,华东,971,40.88,0
2023-11-11,华东,1060,40.20,1
2023-11-12,华东,1044,40.23,1
2023-11-13,华东,820,40.09,0
2023-11-14,华东,851,39.94,0
2023-11-15,华东,893,40.70,0
2023-11-16,华东,914,40.64,0
2023-11-17,华东,889,40.25,0
2023-11-18,华东,1045,40.34,1
2023-11-19,华东,994,40.39,1
2023-11-20,华东,819,39.80,0
2023-11-21,华东,748,40.45,0
2023-11-22,华东,798,40.85,0
2023-11-23,华东,832,40.35,0
2023-11-24,华东,885,40.21,0
2023-11-25,华东,983,40.08,1
2023-11-26,华东,973,40.35,1
2023-11-27,华东,726,40.04,0
2023-11-28,华东,700,40.65,0
2023-11-29,华东,828,39.60,0
2023-11-30,华东,820,40.55,0
2023-12-01,华东,904,40.37,0
2023-12-02,华东,965,40.38,1
2023-12-03,华东,936,40.48,1
2023-12-04,华东,772,40.40,0
2023-12-05,华东,760,40.86,0
2023-12-06,华东,805,40.28,0
2023-12-07,华东,837,40.39,0
2023-12-08,华东,855,40.37,0
2023-12-09,华东,1026,39.96,1
2023-12-10,华东,943,40.45,1
2023-12-11,华东,770,40.14,0
2023-12-12,华东,777,40.35,1
2023-12-13,华东,837,40.51,0
2023-12-14,华东,903,40.37,0
2023-12-15,华东,967,40.92,0
2023-12-16,华东,1068,40.32,1
2023-12-17,华东,994,40.35,1
2023-12-18,华东,835,40.50,0
2023-12-19,华东,893,40.64,0
2023-12-20,华东,927,40.65,0
2023-12-21,华东,902,40.52,0
2023-12-22,华东,1022,40.53,0
2023-12-23,华东,1080,40.19,1
2023-12-24,华东,1079,40.83,1
2023-12-25,华东,861,40.07,0
2023-12-26,华东,838,40.97,1
2023-12-27,华东,942,40.21,0
2023-12-28,华东,881,40.82,0
2023-12-29,华东,881,40.82,0
2023-12-30,华东,1014,40.72,1
2023-12-31,华东,939,40.99,1
2024-01-01,华东,772,40.18,0
2024-01-02,华东,759,40.17,0
2024-01-03,华东,875,40.50,0
2024-01-04,华东,827,40.60,0
2024-01-05,华东,859,40.42,0
2024-01-06,华东,941,40.02,1
2024-01-07,华东,838,40.45,1
2024-01-08,华东,728,40.35,0
2024-01-09,华东,668,40.20,0
2024-01-10,华东,785,40.58,1
2024-01-11,华东,796,40.92,0
2024-01-12,华东,790,40.34,0
2024-01-13,华东,904,40.99,1
2024-01-14,华东,912,40.93,1
2024-01-15,华东,724,40.14,0
2024-01-16,华东,700,40.52,0
2024-01-17,华东,728,40.79,0
2024-01-18,华东,721,40.66,0
2024-01-19,华东,816,39.88,0
2024-01-20,华东,899,40.63,1
2024-01-21,华东,923,40.30,1
2024-01-22,华东,721,39.81,0
2024-01-23,华东,671,39.90,0
2024-01-24,华东,708,40.80,0
2024-01-25,华东,773,40.22,0
2024-01-26,华东,815,40.79,0
2024-01-27,华东,995,40.45,1
2024-01-28,华东,897,39.87,1
2024-01-29,华东,761,39.80,0
2024-01-30,华东,666,40.13,0
2024-01-31,华东,737,39.92,0
2024-02-01,华东,736,40.32,0
2024-02-02,华东,776,39.85,0
2024-02-03,华东,898,40.92,1
2024-02-04,华东,879,41.03,1
2024-02-05,华东,680,39.89,0
2024-02-06,华东,699,40.59,0
2024-02-07,华东,761,40.43,0
2024-02-08,华东,800,40.89,0
2024-02-09,华东,776,40.81,0
2024-02-10,华东,938,40.38,1
2024-02-11,华东,869,40.38,1
2024-02-12,华东,765,40.71,0
2024-02-13,华东,706,40.02,0
2024-02-14,华东,740,40.28,0
2024-02-15,华东,791,40.52,0
2024-02-16,华东,847,40.76,0
2024-02-17,华东,909,40.39,1
2024-02-18,华东,961,40.21,1
2024-02-19,华东,730,40.07,0
2024-02-20,华东,702,40.07,0
2024-02-21,华东,799,40.30,0
2024-02-22,华东,801,40.45,0
2024-02-23,华东,864,41.33,0
2024-02-24,华东,955,40.74,1
2024-02-25,华东,930,40.16,1
2024-02-26,华东,768,40.75,0
2024-02-27,华东,728,40.65,0
2024-02-28,华东,774,40.20,0
2024-02-29,华东,825,40.73,1
2024-03-01,华东,847,40.24,0
2024-03-02,华东,987,40.74,1
2024-03-03,华东,885,40.90,1
2024-03-04,华东,774,40.31,0
2024-03-05,华东,721,40.67,0
2024-03-06,华东,812,40.51,0
2024-03-07,华东,818,40.40,0
2024-03-08,华东,844,40.61,0
2024-03-09,华东,999,40.62,1
2024-03-10,华东,945,40.78,1
2024-03-11,华东,753,41.06,0
2024-03-12,华东,777,40.57,0
2024-03-13,华东,854,40.58,0
2024-03-14,华东,790,40.51,0
2024-03-15,华东,857,40.77,1
2024-03-16,华东,1033,40.75,1
2024-03-17,华东,1039,40.17,1
2024-03-18,华东,785,40.42,0
2024-03-19,华东,770,40.25,0
2024-03-20,华东,824,40.89,0
2024-03-21,华东,871,40.69,0
2024-03-22,华东,942,40.29,0
2024-03-23,华东,954,40.08,1
2024-03-24,华东,1003,40.53,1
2024-03-25,华东,823,40.94,0
2024-03-26,华东,770,40.80,0
2024-03-27,华东,827,40.67,0
2024-03-28,华东,887,40.30,0
2024-03-29,华东,929,41.27,0
2024-03-30,华东,1057,40.76,1
2024-03-31,华东,991,40.41,1
2024-04-01,华东,814,40.45,1
2024-04-02,华东,830,40.84,0
2024-04-03,华东,835,40.26,0
2024-04-04,华东,889,40.37,0
2024-04-05,华东,886,40.78,0
2024-04-06,华东,1063,40.54,1
2024-04-07,华东,1065,40.43,1
2024-04-08,华东,773,40.75,0
2024-04-09,华东,840,40.87,0
2024-04-10,华东,844,40.87,0
2024-04-11,华东,906,40.47,0
2024-04-12,华东,962,40.52,0
2024-04-13,华东,1035,40.15,1
2024-04-14,华东,1031,40.70,1
2024-04-15,华东,858,40.43,0
2024-04-16,华东,867,40.77,0
2024-04-17,华东,849,40.20,0
2024-04-18,华东,903,40.44,0
2024-04-19,华东,947,40.81,0
2024-04-20,华东,1048,40.25,1
2024-04-21,华东,1074,41.30,1
2024-04-22,华东,879,40.34,0
2024-04-23,华东,857,40.59,0
2024-04-24,华东,932,41.10,0
2024-04-25,华东,955,40.40,0
2024-04-26,华东,964,40.71,0
2024-04-27,华东,1060,40.61,1
2024-04-28,华东,1038,40.41,1
2024-04-29,华东,899,40.90,0
2024-04-30,华东,884,40.74,0
2024-05-01,华东,939,41.05,0
2024-05-02,华东,957,40.86,0
2024-05-03,华东,1043,40.87,0
2024-05-04,华东,1111,40.79,1
2024-05-05,华东,1123,40.66,1
2024-05-06,华东,,41.13,0
2024-05-07,华东,,40.55,0
2024-05-08,华东,,40.67,0
2024-05-09,华东,,40.50,0
2024-05-10,华东,,41.21,0
2024-05-11,华东,1132,41.14,1
2024-05-12,华东,1079,40.67,1
2024-05-13,华东,913,40.03,0
2024-05-14,华东,864,40.42,0
2024-05-15,华东,981,40.76,0
2024-05-16,华东,940,41.08,0
2024-05-17,华东,1026,40.39,0
2024-05-18,华东,1111,41.22,1
2024-05-19,华东,1060,41.06,1
2024-05-20,华东,902,40.62,0
2024-05-21,华东,878,40.40,0
2024-05-22,华东,939,40.73,0
2024-05-23,华东,925,40.39,0
2024-05-24,华东,981,40.41,0
2024-05-25,华东,1112,40.57,1
2024-05-26,华东,1081,40.82,1
2024-05-27,华东,875,40.52,0
2024-05-28,华东,908,40.65,0
2024-05-29,华东,968,40.66,0
2024-05-30,华东,995,40.30,0
2024-05-31,华东,997,40.57,0
2024-06-01,华东,1099,40.50,1
2024-06-02,华东,1104,40.25,1
2024-06-03,华东,898,40.66,1
2024-06-04,华东,925,40.41,1
2024-06-05,华东,940,40.76,0
2024-06-06,华东,971,41.10,0
2024-06-07,华东,1073,40.84,0
2024-06-08,华东,1105,40.22,1
2024-06-09,华东,1096,40.52,1
2024-06-10,华东,898,40.86,0
2024-06-11,华东,869,40.76,0
2024-06-12,华东,967,40.80,0
2024-06-13,华东,1016,40.79,0
2024-06-14,华东,992,40.57,0
2024-06-15,华东,1134,40.22,1
2024-06-16,华东,1100,41.07,1
2024-06-17,华东,896,40.23,0
2024-06-18,华东,1188,41.19,0
2024-06-19,华东,985,40.72,0
2024-06-20,华东,1007,40.76,0
2024-06-21,华东,1090,40.91,0
2024-06-22,华东,1129,41.07,1
2024-06-23,华东,1109,40.62,1
2024-06-24,华东,913,41.37,0
2024-06-25,华东,955,41.12,0
2024-06-26,华东,935,41.04,0
2024-06-27,华东,1018,40.95,1
2024-06-28,华东,990,40.63,0
2024-06-29,华东,1127,40.54,1
2024-06-30,华东,1084,41.23,1
2024-07-01,华东,884,40.50,1
2024-07-02,华东,905,41.20,1
2024-07-03,华东,989,40.50,0
2024-07-04,华东,945,41.03,0
2024-07-05,华东,986,39.94,0
2024-07-06,华东,1144,41.29,1
2024-07-07,华东,1133,41.09,1
2024-07-08,华东,928,41.16,0
2024-07-09,华东,896,40.61,0
2024-07-10,华东,941,40.29,0
2024-07-11,华东,978,40.91,0
2024-07-12,华东,977,41.04,0
2024-07-13,华东,1112,40.60,1
2024-07-14,华东,1089,40.39,1
2024-07-15,华东,872,41.56,0
2024-07-16,华东,883,40.78,0
2024-07-17,华东,964,40.81,0
2024-07-18,华东,973,40.06,0
2024-07-19,华东,979,40.28,0
2024-07-20,华东,1127,40.78,1
2024-07-21,华东,1131,41.02,1
2024-07-22,华东,937,41.38,0
2024-07-23,华东,908,41.24,0
2024-07-24,华东,923,40.68,0
2024-07-25,华东,953,41.10,0
2024-07-26,华东,988,41.28,0
2024-07-27,华东,1127,41.05,1
2024-07-28,华东,1078,40.76,1
2024-07-29,华东,919,40.33,0
2024-07-30,华东,864,40.51,0
2024-07-31,华东,1030,40.73,0
2024-08-01,华东,906,40.88,0
2024-08-02,华东,959,40.76,0
2024-08-03,华东,1175,41.29,1
2024-08-04,华东,1049,40.49,1
2024-08-05,华东,890,40.50,0
2024-08-06,华东,864,40.84,0
2024-08-07,华东,940,40.38,0
2024-08-08,华东,952,40.33,1
2024-08-09,华东,1007,40.54,0
2024-08-10,华东,1052,40.76,1
2024-08-11,华东,1077,41.14,1
2024-08-12,华东,907,40.81,0
2024-08-13,华东,840,41.46,0
2024-08-14,华东,936,40.72,0
2024-08-16,华东,940,41.28,0
2024-08-17,华东,1087,42.04,1
2024-08-18,华东,1022,41.32,1
2024-08-19,华东,877,40.56,0
2024-08-20,华东,830,40.78,0
2024-08-21,华东,923,40.64,0
2024-08-22,华东,901,40.88,0
2024-08-23,华东,1032,40.89,0
2024-08-24,华东,1090,40.72,1
2024-08-25,华东,1059,41.22,1
2024-08-26,华东,835,40.65,0
2024-08-27,华东,850,40.24,0
2024-08-28,华东,941,40.87,0
2024-08-29,华东,916,40.19,1
2024-08-30,华东,985,41.87,0
2024-08-31,华东,1084,40.77,1
2024-09-01,华东,1155,41.03,1
2024-09-02,华东,1019,40.90,0
2024-09-03,华东,984,41.10,0
2024-09-04,华东,1029,40.67,0
2024-09-05,华东,1003,41.30,0
2024-09-06,华东,1090,41.22,0
2024-09-07,华东,1173,40.84,1
2024-09-08,华东,1195,40.68,1
2024-09-09,华东,975,40.83,0
2024-09-10,华东,1017,40.06,0
2024-09-11,华东,1010,41.18,0
2024-09-12,华东,1035,41.11,0
2024-09-13,华东,1109,41.08,0
2024-09-14,华东,1204,40.51,1
2024-09-15,华东,1177,41.32,1
2024-09-16,华东,995,41.09,0
2024-09-17,华东,983,41.01,0
2024-09-18,华东,976,40.92,0
2024-09-19,华东,1031,40.83,0
2024-09-20,华东,1029,41.04,0
2024-09-21,华东,1192,41.34,1
2024-09-22,华东,1143,39.95,1
2024-09-23,华东,992,41.04,0
2024-09-24,华东,963,41.18,0
2024-09-25,华东,1014,40.99,0
2024-09-26,华东,979,40.43,0
2024-09-27,华东,1043,40.82,0
2024-09-28,华东,1206,41.48,1
2024-09-29,华东,1106,41.47,1
2024-09-30,华东,981,40.70,0
2024-10-01,华东,970,40.53,0
2024-10-02,华东,992,41.07,0
2024-10-04,华东,1030,40.64,0
2024-10-03,华东,,40.91,1
2024-10-05,华东,1101,40.98,1
2024-10-06,华东,1074,40.84,1
2024-10-07,华东,908,40.24,0
2024-10-08,华东,932,41.33,0
2024-10-09,华东,988,41.06,0
2024-10-10,华东,997,40.45,0
2024-10-11,华东,997,41.19,0
2024-10-12,华东,1116,41.20,1
2024-10-13,华东,1111,41.58,1
2024-10-14,华东,931,40.86,1
2024-10-15,华东,908,40.95,0
2024-10-16,华东,970,40.01,0
2024-10-17,华东,1011,40.78,0
2024-10-18,华东,1055,40.81,0
2024-10-19,华东,1113,41.34,1
2024-10-20,华东,1093,40.85,1
2024-10-21,华东,936,41.17,0
2024-10-22,华东,982,41.03,0
2024-10-23,华东,975,41.65,0
2024-10-24,华东,1018,40.51,0
2024-10-25,华东,1025,41.22,0
2024-10-26,华东,1198,41.00,1
2024-10-27,华东,1122,40.67,1
2024-10-28,华东,1004,40.80,0
2024-10-29,华东,957,41.24,0
2024-10-30,华东,958,41.43,0
2024-10-31,华东,1093,41.63,0
2024-11-01,华东,1093,40.60,0
2024-11-02,华东,1225,41.59,1
2024-11-03,华东,1184,40.40,1
2024-11-04,华东,1027,41.47,0
2024-11-05,华东,983,41.43,1
2024-11-06,华东,1034,40.78,0
2024-11-07,华东,1063,41.27,1
2024-11-08,华东,1082,40.43,0
2024-11-09,华东,1293,40.49,1
2024-11-10,华东,1155,41.28,1
2024-11-11,华东,1254,40.34,0
2024-11-12,华东,987,40.84,0
2024-11-13,华东,1030,40.57,0
2024-11-14,华东,1040,41.14,0
2024-11-15,华东,1074,40.54,0
2024-11-16,华东,1254,41.17,1
2024-11-17,华东,1177,40.64,1
2024-11-18,华东,952,40.60,0
2024-11-19,华东,1012,40.28,0
2024-11-20,华东,998,40.66,0
2024-11-21,华东,1006,42.00,0
2024-11-22,华东,1100,40.26,0
2024-11-23,华东,1204,41.11,1
2024-11-24,华东,1123,41.38,1
2024-11-25,华东,933,40.73,0
2024-11-26,华东,874,41.44,0
2024-11-27,华东,976,41.18,0
2024-11-28,华东,1017,41.11,0
2024-11-29,华东,1097,40.56,0
2024-11-30,华东,1188,40.57,1
2024-12-01,华东,1084,40.68,1
2024-12-02,华东,915,40.91,0
2024-12-03,华东,879,41.02,0
2024-12-04,华东,904,41.11,0
2024-12-05,华东,1002,40.88,0
2024-12-06,华东,1031,40.87,1
2024-12-07,华东,1173,40.76,1
2024-12-08,华东,1127,40.98,1
2024-12-09,华东,940,40.43,0
2024-12-10,华东,929,40.69,0
2024-12-11,华东,1057,41.19,0
2024-12-12,华东,1059,40.92,0
2024-12-13,华东,1089,40.87,0
2024-12-14,华东,1260,40.53,1
2024-12-15,华东,1254,40.27,1
2024-12-16,华东,1028,41.22,0
2024-12-17,华东,1033,41.74,0
2024-12-18,华东,1057,40.50,0
2024-12-19,华东,1135,40.74,0
2024-12-20,华东,1139,40.70,0
2024-12-21,华东,1279,40.76,1
2024-12-22,华东,1219,41.25,1
2024-12-23,华东,1026,41.67,0
2024-12-24,华东,1041,40.80,0
2024-12-25,华东,1111,41.76,0
2024-12-26,华东,1064,40.79,0
2024-12-27,华东,1162,41.01,0
2024-12-28,华东,1246,41.06,1
2024-12-29,华东,1115,40.93,1
2024-12-30,华东,1000,40.71,0
2024-12-31,华东,946,40.40,0
2025-01-01,华东,969,41.32,0
2025-01-02,华东,1024,40.69,0
2025-01-03,华东,1074,40.98,0
2025-01-04,华东,1120,40.88,1
2025-01-05,华东,1087,41.30,1
2025-01-06,华东,907,40.96,0
2025-01-07,华东,913,41.25,0
2025-01-08,华东,907,41.60,0
2025-01-09,华东,913,41.33,0
2025-01-10,华东,913,40.60,0
2025-01-11,华东,1097,40.66,1
2025-01-12,华东,1063,41.40,1
2025-01-13,华东,905,40.93,0
2025-01-14,华东,875,40.89,0
2025-01-15,华东,898,41.02,0
2025-01-16,华东,938,41.21,0
2025-01-17,华东,965,41.27,0
2025-01-18,华东,1105,41.20,1
2025-01-19,华东,1054,41.75,1
2025-01-20,华东,912,41.30,0
2025-01-21,华东,872,40.96,0
2025-01-22,华东,948,41.63,0
2025-01-23,华东,915,40.77,0
2025-01-24,华东,983,41.16,0
2025-01-25,华东,890,40.92,1
2025-01-26,华东,1086,40.79,1
2025-01-27,华东,870,41.17,0
2025-01-28,华东,865,41.02,0
2025-01-29,华东,940,41.42,0
2025-01-30,华东,950,41.41,0
2025-01-31,华东,1009,41.22,1
2025-02-01,华东,1135,41.49,1
2025-02-02,华东,1021,41.02,1
2025-02-03,华东,884,40.89,0
